Ids,Labels
2e698dbec_2020-09-28_16,True
2e698e674_2020-09-29_16,True
2e69c5dc4_2020-09-12_15,True
2e698d02c_2020-10-09_17,True
2e68e8a34_2020-10-25_10,False
2e68e6ee4_2020-10-18_19,True
2e69c48ec_2020-10-17_17,True
2e6994a64_2020-11-20_18,True
2e68e6734_2020-11-09_16,False
2e68e6424_2020-11-10_11,True
2e698b974_2020-11-19_12,False
2e68e62fc_2020-09-13_9,False
2e699355c_2020-10-18_17,True
2e699adec_2020-09-03_15,False
2e69c47c4_2020-09-07_19,False
2e698d7f4_2020-09-16_18,True
2e6992484_2020-10-24_12,False
2e69ea12c_2020-11-13_21,False
2e699354c_2020-11-15_12,True
2e698c4a4_2020-10-28_15,True
2e6994a9c_2020-10-24_13,False
2e698e7e4_2020-10-27_16,False
2e69c4884_2020-09-05_14,True
2e69ee574_2020-11-14_10,True
2e6999f7c_2020-11-18_18,True
2e69c5914_2020-10-24_11,True
2e69c5e6c_2020-10-29_18,True
2e6992164_2020-11-09_18,True
2e698d874_2020-09-05_14,True
2e68e64c4_2020-09-10_21,False
2e69ef12c_2020-11-07_15,False
2e69ec3dc_2020-11-02_6,True
2e68e842c_2020-10-27_19,True
2e69c47d4_2020-09-02_21,False
2e68dd414_2020-10-14_7,True
2e69e9244_2020-10-27_19,True
2e68e7e9c_2020-10-05_17,True
2e698d80c_2020-09-27_17,True
2e699049c_2020-09-15_17,False
2e69901a4_2020-09-16_17,False
2e68e88d4_2020-11-21_13,False
2e698d7bc_2020-11-14_17,True
2e698db8c_2020-10-24_17,False
2e68e89cc_2020-09-19_11,False
2e698e33c_2020-09-03_6,False
2e68e637c_2020-10-05_2,False
2e6a20c3c_2020-09-28_18,True
2e68e639c_2020-10-23_12,True
2e69e927c_2020-11-07_20,False
2e69eea34_2020-09-04_19,False
2e698e0dc_2020-10-02_17,False
2e69e87dc_2020-11-07_12,True
2e69ec984_2020-11-18_8,True
2e69eb2f4_2020-11-07_15,True
2e69ec08c_2020-11-08_9,False
2e6992d74_2020-10-17_15,True
2e69e8e0c_2020-10-27_11,False
2e68e810c_2020-10-24_13,True
2e68e89a4_2020-10-02_9,False
2e68c327c_2020-11-05_17,True
2e69eb764_2020-11-05_7,False
2e6993b9c_2020-10-21_12,False
2e699018c_2020-10-12_13,True
2e69e8e0c_2020-09-03_16,True
2e698cfcc_2020-11-20_21,True
2e698c1e4_2020-10-07_18,True
2e68e6b64_2020-11-15_19,True
2e69c6abc_2020-09-11_18,True
2e6992bac_2020-10-11_11,True
2e698e7c4_2020-10-08_12,True
2e68e8444_2020-10-28_12,True
2e69e93b4_2020-10-21_7,False
2e69c5c24_2020-10-04_15,True
2e698cff4_2020-11-14_22,True
2e69ec3c4_2020-09-15_17,True
2e68e6084_2020-10-24_18,False
2e68e6254_2020-10-05_9,False
2e68e8684_2020-10-03_17,True
2e68e899c_2020-10-07_9,False
2e698d7b4_2020-11-02_19,False
2e699220c_2020-11-15_17,True
2e699221c_2020-09-12_18,False
2e69c8bc4_2020-11-08_18,True
2e69e93b4_2020-10-16_20,True
2e68e6084_2020-11-19_17,True
2e6984e34_2020-10-04_18,False
2e69e99f4_2020-11-01_17,True
2e68e8444_2020-10-28_19,True
2e69eca84_2020-10-04_17,True
2e698c19c_2020-10-02_17,False
2e68ef53c_2020-10-22_12,True
2e69c40c4_2020-11-21_13,True
2e69ec75c_2020-11-09_18,True
2e699ac8c_2020-11-04_17,True
2e69c5c54_2020-11-15_12,True
2e698be04_2020-11-08_16,True
2e68e899c_2020-10-29_10,False
2e69c48bc_2020-11-21_15,True
2e68e7bac_2020-10-30_14,True
2e68e66a4_2020-10-21_17,True
2e698fdcc_2020-09-09_7,True
2e69e8e94_2020-10-30_13,True
2e69eec04_2020-10-17_16,False
2e69e924c_2020-11-14_20,True
2e6984c7c_2020-10-03_14,False
2e69e9394_2020-09-26_11,False
2e698c434_2020-11-03_20,True
2e68e63cc_2020-11-05_11,True
2e698dcac_2020-09-06_10,False
2e698c42c_2020-10-10_12,True
2e698e64c_2020-10-12_15,True
2e698519c_2020-10-06_10,True
2e698bbc4_2020-09-09_13,False
2e69eef54_2020-10-07_14,False
2e699214c_2020-09-16_10,False
2e6992d04_2020-09-11_17,True
2e68e64c4_2020-09-10_9,False
2e68e6d44_2020-10-28_12,False
2e69ef404_2020-11-08_12,True
2e68e6f8c_2020-09-17_9,False
2e69ec3c4_2020-11-05_9,True
2e68e62f4_2020-10-29_21,False
2e68e845c_2020-10-16_16,True
2e69924ac_2020-11-17_17,True
2e698d644_2020-10-03_13,False
2e69eb06c_2020-11-21_13,False
2e68e8f24_2020-11-12_11,False
2e6994a9c_2020-10-28_12,True
2e69e8874_2020-10-24_13,True
2e69e9244_2020-09-01_18,True
2e68e838c_2020-10-30_14,True
2e68e1494_2020-11-03_13,True
2e68e6ca4_2020-10-04_18,True
2e699b284_2020-10-09_17,True
2e68e6dac_2020-10-25_14,True
2e69eca94_2020-10-24_11,True
2e68e8934_2020-11-16_18,False
2e69f2cd4_2020-10-23_20,True
2e69c5954_2020-11-02_12,True
2e699354c_2020-09-28_12,True
2e69c8bbc_2020-10-21_12,False
2e698e594_2020-11-02_18,True
2e68e6b64_2020-10-29_13,True
2e698e354_2020-09-13_7,False
2e68dd43c_2020-09-04_17,False
2e6984934_2020-11-21_15,True
2e68e7c3c_2020-10-28_11,True
2e68e6164_2020-10-03_20,True
2e68e65cc_2020-10-31_12,True
2e69e8e8c_2020-10-10_16,True
2e68e5cdc_2020-10-27_10,True
2e68e8dcc_2020-11-09_16,True
2e699aeac_2020-10-02_12,False
2e69e9164_2020-11-17_17,True
2e68e6b7c_2020-11-21_17,True
2e68e71fc_2020-11-22_13,True
2e68e7c54_2020-11-07_18,True
2e69932fc_2020-10-28_18,True
2e69ef474_2020-11-01_17,True
2e68e624c_2020-10-18_16,False
2e698e594_2020-11-02_15,True
2e69934cc_2020-11-21_17,True
2e699a2f4_2020-09-11_17,False
2e698c6b4_2020-11-07_15,False
2e698ff9c_2020-09-03_14,False
2e6992874_2020-11-15_18,True
2e69c4854_2020-11-15_11,False
2e68e86ac_2020-11-18_13,True
2e69eca6c_2020-10-07_13,True
2e68e6254_2020-09-23_9,False
2e69e884c_2020-10-09_19,False
2e699beac_2020-11-09_7,False
2e69c416c_2020-09-09_19,False
2e69e927c_2020-11-11_8,True
2e69eb794_2020-11-01_14,True
2e68e6874_2020-10-02_10,False
2e69c48d4_2020-10-04_15,True
2e698c34c_2020-11-16_18,True
2e6984e4c_2020-10-11_18,True
2e698eba4_2020-10-28_10,True
2e698c6cc_2020-11-05_10,True
2e698c2dc_2020-10-01_8,False
2e68e6e1c_2020-10-28_14,True
2e69920b4_2020-10-02_17,True
2e6992d7c_2020-09-05_15,True
2e69eb644_2020-10-14_18,False
2e6993b4c_2020-10-02_16,False
2e69ee47c_2020-09-28_10,False
2e698e4ac_2020-10-24_17,True
2e698e7ac_2020-10-19_18,True
2e698c4e4_2020-11-19_15,False
2e69923fc_2020-11-16_15,True
2e698e51c_2020-10-19_17,False
2e69e9964_2020-09-05_15,True
2e6993304_2020-10-17_16,False
2e69eba64_2020-11-01_12,False
2e68e7c54_2020-10-29_18,True
2e69ebe1c_2020-11-19_8,True
2e698f174_2020-11-01_21,True
2e698cff4_2020-09-15_17,True
2e69eeebc_2020-11-02_16,True
2e698c15c_2020-09-04_18,True
2e69e8eac_2020-11-07_13,True
2e6999f7c_2020-11-21_16,False
2e699ae5c_2020-09-25_14,True
2e69e8e8c_2020-10-04_13,False
2e69ef404_2020-09-02_13,False
2e698d034_2020-10-20_18,True
2e68e7cf4_2020-10-24_13,True
2e68e6d14_2020-09-06_14,False
2e69e89e4_2020-11-05_17,True
2e68e8b84_2020-10-28_18,True
2e68e7264_2020-10-11_14,True
2e69e93ac_2020-10-20_17,True
2e69ee574_2020-10-20_10,True
2e68e147c_2020-10-24_10,False
2e68e6ca4_2020-10-21_21,True
2e69ebd84_2020-10-31_17,True
2e699a5f4_2020-10-26_17,True
2e698c334_2020-10-04_17,True
2e69c5dd4_2020-10-09_19,True
2e69c48d4_2020-10-07_16,True
2e6992134_2020-09-23_15,True
2e68e674c_2020-11-20_20,True
2e6992894_2020-10-31_17,True
2e69ef2a4_2020-10-30_16,True
2e6994a64_2020-09-01_11,True
2e698d9ac_2020-10-31_20,True
2e69e9384_2020-10-28_12,True
2e698fbac_2020-09-30_17,False
2e69f2d4c_2020-09-26_17,True
2e68e6444_2020-10-29_15,True
2e698d844_2020-09-05_19,True
2e69f2cd4_2020-11-13_18,True
2e68e6024_2020-10-27_17,False
2e69e8e74_2020-10-24_13,True
2e699108c_2020-11-17_10,True
2e68e7d24_2020-09-14_7,True
2e68e8994_2020-10-30_10,False
2e68e637c_2020-10-12_2,False
2e6992da4_2020-11-09_17,False
2e69ef474_2020-10-10_19,True
2e6992874_2020-09-07_19,True
2e68e8384_2020-10-24_14,False
2e69e8864_2020-11-16_11,True
2e69eb26c_2020-10-23_14,False
2e69eca9c_2020-10-10_17,True
2e69ecb44_2020-11-07_14,True
2e699a1d4_2020-10-24_15,True
2e698e63c_2020-11-06_18,True
2e68e67c4_2020-10-29_13,True
2e68e6434_2020-10-19_14,True
2e698f96c_2020-11-22_17,False
2e69eca44_2020-09-05_18,True
2e6992bdc_2020-10-04_17,False
2e68e7de4_2020-09-16_14,False
2e698d7a4_2020-10-05_1,False
2e6992bdc_2020-10-22_17,True
2e68e87d4_2020-09-26_11,False
2e69eec0c_2020-11-19_8,False
2e698d52c_2020-10-13_17,False
2e69c414c_2020-10-25_14,True
2e68c2d6c_2020-09-25_19,True
2e68e637c_2020-10-22_6,False
2e69c48d4_2020-09-10_14,True
2e68e6544_2020-09-05_23,True
2e68e621c_2020-10-01_15,True
2e69eea5c_2020-10-22_17,False
2e68e7af4_2020-10-17_15,True
2e69ec0ac_2020-10-03_16,True
2e69ec474_2020-09-07_15,False
2e6992c8c_2020-10-05_17,True
2e698d80c_2020-11-02_18,True
2e68e867c_2020-09-04_17,True
2e68e8f54_2020-09-05_7,True
2e69e8ea4_2020-10-02_15,False
2e69c5c0c_2020-10-15_18,False
2e69c5e34_2020-10-20_10,True
2e6992864_2020-10-04_16,False
2e6992894_2020-10-26_10,True
2e699abec_2020-11-16_17,False
2e68e6454_2020-09-04_15,True
2e68e6e1c_2020-11-07_15,True
2e68e7b3c_2020-11-13_16,True
2e699287c_2020-10-31_11,True
2e69c48b4_2020-10-20_14,False
2e69c4144_2020-10-25_17,True
2e69e9384_2020-11-09_8,True
2e69c5d84_2020-09-19_15,False
2e69920d4_2020-11-14_13,True
2e69e93ac_2020-11-21_20,True
2e68e135c_2020-11-14_19,True
2e69eb2fc_2020-10-07_17,True
2e698e814_2020-11-01_12,False
2e698d02c_2020-10-06_17,True
2e6992ba4_2020-10-03_11,True
2e68e8ab4_2020-11-06_17,False
2e68e6b64_2020-10-31_12,True
2e68e7d5c_2020-09-02_12,True
2e699a1a4_2020-09-06_16,True
2e698c5dc_2020-11-17_19,False
2e698c544_2020-10-02_17,True
2e69ef474_2020-11-01_20,False
2e68e680c_2020-11-14_16,True
2e68e6f1c_2020-10-30_18,True
2e68e14a4_2020-11-15_9,True
2e69c48c4_2020-10-31_11,False
2e6992804_2020-10-21_15,True
2e68e6304_2020-11-03_11,False
2e698d2c4_2020-11-21_17,False
2e69e87dc_2020-10-02_19,False
2e6999e4c_2020-09-21_17,True
2e68e64cc_2020-10-05_16,True
2e69e93ac_2020-11-20_19,True
2e6991c04_2020-09-05_21,True
2e68e866c_2020-10-19_16,False
2e69e8e7c_2020-10-31_19,True
2e69c48ec_2020-11-07_10,True
2e69c5ee4_2020-10-31_18,True
2e698c6dc_2020-09-22_16,True
2e698d854_2020-10-30_18,True
2e698d4ac_2020-10-10_12,True
2e698f89c_2020-10-13_16,False
2e68e683c_2020-09-16_7,False
2e68e86c4_2020-10-02_16,False
2e698cfec_2020-11-18_20,True
2e69e93a4_2020-09-01_20,True
2e68e78ac_2020-09-05_11,True
2e68e8144_2020-10-24_13,False
2e698d0c4_2020-10-07_19,False
2e69c5e6c_2020-10-29_17,True
2e69c6acc_2020-10-30_10,True
2e698fad4_2020-10-28_11,True
2e69eb264_2020-10-05_18,True
2e69928bc_2020-10-25_12,False
2e69eca9c_2020-10-11_13,True
2e69c5fd4_2020-10-04_15,True
2e69c5fac_2020-10-31_16,True
2e68e686c_2020-11-11_16,False
2e698f674_2020-11-17_9,False
2e6985134_2020-10-08_20,True
2e69c5b0c_2020-09-05_16,False
2e69eca64_2020-09-19_8,True
2e68e622c_2020-10-09_11,True
2e6992964_2020-09-10_7,True
2e68e7c94_2020-09-06_13,True
2e6994a6c_2020-09-10_11,False
2e68e87ec_2020-09-25_11,False
2e6992b74_2020-10-23_8,False
2e69eb7e4_2020-09-25_18,False
2e68e7d6c_2020-10-24_16,True
2e68dd674_2020-09-28_17,True
2e69e8eac_2020-11-21_13,False
2e68ef524_2020-10-21_14,False
2e699af1c_2020-09-03_18,True
2e68e7d5c_2020-09-25_15,True
2e68dd5d4_2020-11-21_17,True
2e698dce4_2020-10-26_13,True
2e6992f3c_2020-10-05_13,True
2e6992d74_2020-09-04_19,False
2e698cff4_2020-10-11_19,False
2e69e8954_2020-09-12_16,True
2e698d7bc_2020-09-26_13,True
2e698de84_2020-10-21_21,True
2e69851cc_2020-10-07_15,True
2e698e7e4_2020-10-20_13,False
2e68e6684_2020-11-10_11,False
2e68e6e24_2020-10-17_20,True
2e69eba04_2020-11-05_7,True
2e69e8e04_2020-11-05_15,True
2e698a4d4_2020-09-11_7,True
2e698e49c_2020-10-26_16,False
2e69ee664_2020-10-20_8,True
2e698dd04_2020-09-25_16,True
2e698ecbc_2020-10-03_14,True
2e698fe84_2020-11-10_18,True
2e6984f74_2020-10-04_11,True
2e69c47ac_2020-09-04_20,False
2e68e64a4_2020-10-29_14,True
2e68e810c_2020-10-27_14,False
2e68e6f1c_2020-10-11_19,False
2e698c55c_2020-10-04_18,True
2e698ffcc_2020-11-15_10,False
2e698df5c_2020-09-14_17,False
2e698e484_2020-10-26_19,True
2e68e8744_2020-10-17_14,True
2e68e8444_2020-09-04_10,True
2e68e8c8c_2020-09-03_9,True
2e698c304_2020-11-16_18,True
2e698d614_2020-10-30_17,False
2e698d86c_2020-10-28_14,True
2e69c8bec_2020-10-10_14,True
2e69e87cc_2020-09-05_12,False
2e6a20ef4_2020-09-19_12,True
2e68e838c_2020-09-07_18,True
2e69c48dc_2020-09-23_17,True
2e6994a84_2020-09-12_16,True
2e68e639c_2020-10-03_9,False
2e68e610c_2020-10-30_16,False
2e68e6b8c_2020-09-29_6,False
2e6992bc4_2020-10-24_16,True
2e6a20e54_2020-09-15_20,True
2e69e89fc_2020-10-24_11,False
2e68e6604_2020-09-05_14,True
2e68e65c4_2020-11-08_16,True
2e699a6bc_2020-09-15_17,False
2e68e6b7c_2020-10-30_13,True
2e69e8ee4_2020-10-24_17,True
2e698fad4_2020-10-27_7,True
2e698c344_2020-09-26_16,True
2e68e7014_2020-09-05_18,True
2e68e637c_2020-09-30_2,False
2e698cfc4_2020-11-07_13,True
2e68e7d7c_2020-09-07_17,True
2e6992b84_2020-11-08_12,True
2e68e6664_2020-10-27_16,True
2e698c14c_2020-10-08_7,True
2e68e8434_2020-09-18_14,False
2e68e814c_2020-09-04_8,True
2e68e664c_2020-10-16_14,True
2e6999e4c_2020-09-07_17,False
2e69923fc_2020-10-27_6,False
2e69ec394_2020-11-16_8,True
2e698c314_2020-10-23_17,False
2e68e643c_2020-10-30_18,True
2e68e6594_2020-11-01_15,True
2e69ef14c_2020-10-10_15,True
2e69f2cb4_2020-10-03_16,True
2e6992bbc_2020-11-20_17,False
2e6a20ef4_2020-09-24_18,False
2e698e43c_2020-09-25_11,True
2e699a1cc_2020-11-13_18,False
2e69ec3c4_2020-11-02_12,True
2e698515c_2020-10-26_17,True
2e69ebc3c_2020-09-03_17,True
2e69c4ebc_2020-11-06_16,False
2e69eca8c_2020-10-24_11,True
2e68e87f4_2020-09-23_6,False
2e69e9754_2020-09-11_17,True
2e698c55c_2020-10-07_18,True
2e698d26c_2020-09-03_16,False
2e69e8e0c_2020-11-06_14,True
2e68e7d6c_2020-11-16_12,True
2e69923fc_2020-09-11_11,True
2e6993554_2020-10-01_10,True
2e68e8cec_2020-10-07_13,True
2e69c5eac_2020-11-07_14,True
2e69c485c_2020-09-05_11,True
2e68e635c_2020-11-09_16,True
2e69ef2a4_2020-10-29_18,True
2e68e7e94_2020-10-10_10,True
2e69eca9c_2020-11-09_14,True
2e698dbf4_2020-10-30_18,True
2e6992384_2020-09-14_10,False
2e69928c4_2020-10-27_7,True
2e69e89cc_2020-09-05_12,True
2e68e846c_2020-10-20_18,True
2e69eefcc_2020-10-07_7,False
2e698d7ac_2020-09-23_17,False
2e68e8634_2020-11-02_12,True
2e69c5eec_2020-10-29_16,False
2e68e71fc_2020-11-01_15,True
2e698c334_2020-11-16_7,True
2e69ebe1c_2020-11-03_22,True
2e6994a64_2020-11-06_13,True
2e69c48c4_2020-09-11_18,True
2e69923d4_2020-11-02_17,False
2e68e7c04_2020-10-09_18,False
2e698e35c_2020-11-13_20,True
2e68dd5d4_2020-09-06_19,True
2e68e643c_2020-10-23_18,True
2e68e816c_2020-09-03_7,True
2e68e67e4_2020-10-24_14,False
2e68e651c_2020-09-12_17,True
2e698df9c_2020-10-20_18,False
2e68e6b5c_2020-10-31_12,True
2e698edd4_2020-10-01_17,True
2e69c41c4_2020-10-20_15,True
2e68e6d14_2020-09-06_15,True
2e68e87f4_2020-10-29_15,True
2e698d41c_2020-09-28_17,True
2e69eea4c_2020-11-07_11,True
2e68e6604_2020-09-26_14,True
2e69ec7e4_2020-10-10_13,False
2e69eec04_2020-09-16_11,True
2e698c6dc_2020-10-21_14,True
2e699351c_2020-10-21_13,True
2e69eea5c_2020-10-31_17,True
2e699af4c_2020-10-02_9,False
2e69eb26c_2020-11-05_18,False
2e68e647c_2020-10-04_21,False
2e69eca84_2020-09-12_12,True
2e68e6fec_2020-11-08_18,True
2e698fb34_2020-11-05_18,False
2e68e87ec_2020-10-26_6,False
2e68e8ce4_2020-09-01_17,True
2e69e9274_2020-09-16_18,True
2e6992804_2020-10-01_18,True
2e68e67ec_2020-11-06_17,False
2e69e939c_2020-09-26_15,True
2e68e82f4_2020-10-17_13,True
2e699212c_2020-11-16_17,True
2e698c1cc_2020-10-02_18,True
2e6993bbc_2020-11-09_17,True
2e68e1354_2020-11-20_16,True
2e68e7cfc_2020-11-01_12,True
2e68dd574_2020-10-27_19,True
2e698c424_2020-10-14_7,True
2e6985174_2020-11-16_6,False
2e698c6dc_2020-10-28_18,True
2e69c418c_2020-10-24_18,True
2e699354c_2020-10-31_11,True
2e69e8874_2020-11-01_13,False
2e6993284_2020-10-26_12,False
2e698c514_2020-11-21_16,False
2e698fdcc_2020-10-12_6,False
2e698d734_2020-11-07_15,False
2e69924ac_2020-10-26_11,True
2e68e8754_2020-11-06_15,True
2e68e6e24_2020-09-05_20,True
2e69c5fac_2020-11-22_13,True
2e68e8a2c_2020-09-11_21,False
2e69ef154_2020-10-10_15,True
2e698d7bc_2020-11-14_15,True
2e69c5d5c_2020-09-10_19,False
2e698d80c_2020-09-16_18,False
2e69e87cc_2020-11-15_16,True
2e68e669c_2020-10-24_14,True
2e69c418c_2020-10-10_19,False
2e69c5dc4_2020-11-16_17,False
2e69c5b7c_2020-10-20_10,True
2e6989674_2020-09-06_18,False
2e69ec3c4_2020-11-08_13,True
2e69c5d84_2020-09-13_13,True
2e68dd604_2020-11-19_21,True
2e698dab4_2020-10-07_19,False
2e68e869c_2020-09-16_10,False
2e6992134_2020-10-13_18,True
2e68e7c24_2020-09-16_16,True
2e69ec98c_2020-10-22_7,True
2e69c4384_2020-10-20_18,True
2e698fabc_2020-10-03_20,True
2e68e8a34_2020-10-01_9,False
2e698c15c_2020-10-09_18,True
2e68e6eec_2020-10-28_18,True
2e68e6f8c_2020-10-29_19,True
2e68e87f4_2020-10-30_10,False
2e69f2ccc_2020-09-06_21,True
2e698c21c_2020-10-31_15,True
2e68e62c4_2020-09-26_12,True
2e699a1bc_2020-11-19_8,False
2e69ec804_2020-10-27_21,False
2e68e8b94_2020-11-14_13,True
2e6994a84_2020-10-09_15,True
2e698d804_2020-11-02_7,False
2e69ee45c_2020-10-10_15,True
2e698541c_2020-10-06_12,False
2e68e62fc_2020-09-24_15,False
2e69c5fcc_2020-11-06_13,True
2e68ef484_2020-10-30_15,True
2e68e62f4_2020-10-27_21,False
2e698ea74_2020-11-07_15,True
2e68e665c_2020-10-23_19,True
2e68e87d4_2020-09-11_22,False
2e69c8bb4_2020-10-10_17,True
2e6992c84_2020-10-27_14,True
2e68e67c4_2020-10-17_20,True
2e69e8874_2020-10-20_15,True
2e68e64e4_2020-10-04_9,False
2e69e946c_2020-09-05_10,True
2e68e651c_2020-09-30_9,False
2e698c4a4_2020-09-21_18,False
2e698ff9c_2020-09-28_10,True
2e699aeb4_2020-10-07_14,True
2e69eca8c_2020-09-06_18,True
2e69c593c_2020-10-31_11,True
2e69ef4a4_2020-09-27_14,True
2e69c48d4_2020-11-05_13,True
2e6984e4c_2020-09-07_18,True
2e69e93b4_2020-09-24_17,True
2e69e8e0c_2020-11-01_16,False
2e69c5d5c_2020-10-24_17,False
2e69e9204_2020-11-09_8,True
2e69c5c74_2020-10-21_11,True
2e698d404_2020-10-20_19,True
2e68e814c_2020-10-26_13,False
2e69c40bc_2020-10-16_10,False
2e69c48c4_2020-10-04_9,True
2e698d854_2020-09-14_17,True
2e69c8bac_2020-11-08_18,True
2e698f0f4_2020-09-07_18,False
2e6994a9c_2020-11-03_14,True
2e68e885c_2020-10-28_18,False
2e68e1354_2020-10-11_17,True
2e68e7c24_2020-10-06_18,False
2e6985014_2020-10-09_11,False
2e698fb3c_2020-09-07_16,False
2e69923f4_2020-10-05_17,False
2e69e938c_2020-09-05_10,True
2e68e6d0c_2020-10-04_20,False
2e68e6484_2020-09-25_2,False
2e69eca2c_2020-11-12_18,True
2e698c35c_2020-10-27_17,True
2e69c6acc_2020-10-31_17,True
2e68e14bc_2020-11-07_9,True
2e68e8b9c_2020-10-28_19,False
2e698d7a4_2020-09-11_19,False
2e68e6664_2020-11-03_10,False
2e68e63b4_2020-09-26_21,False
2e69e98f4_2020-09-05_19,True
2e68e8b0c_2020-10-30_16,True
2e68e6234_2020-10-28_14,True
2e6999e4c_2020-11-21_14,False
2e68e8f1c_2020-10-26_15,True
2e699ae44_2020-10-28_7,True
2e68e67cc_2020-10-09_14,True
2e698d2bc_2020-10-06_18,True
2e698e4ac_2020-10-31_14,True
2e68e899c_2020-10-30_10,False
2e699b97c_2020-10-21_17,True
2e6992384_2020-10-09_18,True
2e68e6cac_2020-11-15_13,True
2e69c5dcc_2020-10-02_17,True
2e68dd604_2020-10-21_17,True
2e68e1354_2020-10-10_17,True
2e69eb2f4_2020-10-02_19,True
2e68e7c44_2020-10-19_18,True
2e69e938c_2020-10-03_11,True
2e69ef474_2020-10-25_14,True
2e699354c_2020-09-19_14,True
2e6989674_2020-10-08_17,True
2e699a8cc_2020-10-12_17,True
2e68e64dc_2020-09-22_21,False
2e69e927c_2020-09-12_21,False
2e68e7d6c_2020-09-16_9,False
2e68e665c_2020-09-01_15,True
2e69c5e2c_2020-10-10_16,True
2e69f2ccc_2020-09-27_13,True
2e68e8ba4_2020-10-05_12,False
2e69c5b9c_2020-11-07_17,False
2e69e947c_2020-10-17_13,False
2e69eea64_2020-11-08_14,False
2e68e64e4_2020-09-07_9,False
2e6994a9c_2020-11-09_15,True
2e6993b6c_2020-10-27_11,True
2e69e87c4_2020-11-07_15,False
2e69e89cc_2020-10-29_12,False
2e68e62dc_2020-11-14_21,True
2e69c665c_2020-09-05_6,False
2e68e6c44_2020-10-29_14,True
2e698e70c_2020-10-08_17,True
2e68e67ec_2020-09-04_17,True
2e698dce4_2020-10-16_14,True
2e698a4dc_2020-09-23_18,True
2e69e9244_2020-09-11_18,True
2e69eb7f4_2020-09-05_19,True
2e698d00c_2020-11-15_22,False
2e69e89ac_2020-11-07_12,True
2e698df1c_2020-09-11_22,False
2e698e314_2020-09-19_14,False
2e699af1c_2020-11-20_18,True
2e6992154_2020-10-07_12,True
2e698dc7c_2020-10-06_14,True
2e698c55c_2020-10-31_5,False
2e68e665c_2020-10-10_21,False
2e68c2a54_2020-10-27_19,False
2e68e7c34_2020-10-24_12,True
2e68dd43c_2020-09-06_17,True
2e68ef4e4_2020-09-08_11,False
2e69c5b1c_2020-10-28_18,False
2e69e884c_2020-09-11_19,True
2e68dd5dc_2020-10-27_19,True
2e69e8864_2020-10-31_12,True
2e68e6f14_2020-11-08_21,True
2e698a4e4_2020-11-09_17,True
2e698d86c_2020-10-19_16,False
2e698fb3c_2020-10-27_19,True
2e698a4dc_2020-11-11_17,True
2e6989354_2020-10-18_17,True
2e69c4f4c_2020-11-07_12,True
2e68e78b4_2020-11-03_18,True
2e68e6d0c_2020-09-05_13,False
2e69ef154_2020-10-01_13,True
2e698cff4_2020-11-06_15,False
2e699238c_2020-10-27_12,False
2e68e7b34_2020-09-29_3,True
2e69c609c_2020-10-17_13,True
2e698a4d4_2020-09-28_18,True
2e698fba4_2020-10-19_13,True
2e698c3dc_2020-11-21_16,True
2e69eb7f4_2020-10-01_19,True
2e69e9274_2020-09-26_18,True
2e68dd43c_2020-11-02_15,False
2e68e7bdc_2020-09-18_21,False
2e68e7cbc_2020-10-23_14,True
2e68e7c04_2020-10-23_17,True
2e69855f4_2020-10-27_21,False
2e6992afc_2020-10-16_19,True
2e69e93ac_2020-09-01_20,True
2e69c5c94_2020-11-07_17,True
2e69c8be4_2020-09-06_18,True
2e698eda4_2020-10-03_5,True
2e698b974_2020-09-17_9,True
2e68e7c4c_2020-10-16_13,True
2e69eb7c4_2020-10-16_17,True
2e6994a24_2020-10-05_18,True
2e68e6f14_2020-09-26_16,True
2e6994a64_2020-09-01_12,True
2e68e625c_2020-11-21_22,True
2e68c327c_2020-10-10_17,True
2e69928cc_2020-10-25_13,True
2e69c5e94_2020-10-25_18,True
2e68ef4ec_2020-10-27_14,True
2e68e63b4_2020-09-05_9,False
2e69e9204_2020-11-21_16,True
2e69e89cc_2020-10-06_19,False
2e69c47d4_2020-10-07_11,False
2e698d804_2020-11-10_18,True
2e698c55c_2020-11-08_18,True
2e68e8f24_2020-09-18_14,False
2e69e895c_2020-09-16_13,True
2e68e4344_2020-10-25_18,True
2e68e866c_2020-10-30_17,True
2e69e8dfc_2020-09-28_10,True
2e69f2cb4_2020-11-16_18,True
2e6994a64_2020-11-02_8,True
2e68e625c_2020-09-27_21,False
2e68e668c_2020-10-31_16,True
2e698fb04_2020-10-15_8,False
2e698d1c4_2020-11-07_17,False
2e698c6dc_2020-11-05_17,True
2e6994a9c_2020-11-02_21,True
2e69e967c_2020-11-20_18,False
2e698c34c_2020-11-20_16,True
2e69c424c_2020-09-28_12,False
2e698c234_2020-11-21_18,False
2e68e71fc_2020-11-21_10,True
2e68e6b5c_2020-09-06_14,True
2e6992d74_2020-11-08_16,True
2e69e9244_2020-09-26_12,False
2e68e7af4_2020-10-04_15,True
2e68e64c4_2020-09-17_9,False
2e69c4ed4_2020-10-02_20,True
2e698d444_2020-10-07_17,False
2e68e7fac_2020-09-10_6,True
2e69c46cc_2020-10-26_15,True
2e68e1354_2020-10-30_15,True
2e698502c_2020-11-06_16,False
2e6999fa4_2020-10-28_18,False
2e68e7b5c_2020-10-14_17,False
2e68dd43c_2020-11-01_13,False
2e699ae6c_2020-11-16_6,True
2e69c5a5c_2020-10-03_14,True
2e698bdfc_2020-10-18_19,True
